Created on March	04/03/2014 09:50
Date;T1.T;T3.T;T5.T
06/01/2014 06:3055400;282.911;285.099;290.205
06/01/2014 06:3155500;282.903;285.083;290.204
06/01/2014 06:3255520;282.901;285.08;290.203
06/01/2014 06:3355600;282.894;285.066;290.202
06/01/2014 06:3455640;282.89;285.059;290.201
06/01/2014 06:3555700;282.885;285.049;290.2
06/01/2014 06:3655760;282.879;285.038;290.199
06/01/2014 06:3655800;282.875;285.031;290.198
06/01/2014 06:3855880;282.867;285.016;290.197
06/01/2014 06:3855900;282.865;285.013;290.196
06/01/2014 06:4056000;282.854;284.994;290.195
06/01/2014 06:4156100;282.842;284.974;290.193
06/01/2014 06:4256120;282.84;284.97;290.193
06/01/2014 06:4356200;282.83;284.954;290.191
06/01/2014 06:4456240;282.825;284.946;290.19
06/01/2014 06:4556300;282.818;284.934;290.189
06/01/2014 06:4656360;282.81;284.922;290.188
06/01/2014 06:4656400;282.805;284.913;290.187
06/01/2014 06:4856480;282.794;284.896;290.186
06/01/2014 06:4856500;282.792;284.892;290.186
06/01/2014 06:5056600;282.778;284.871;290.184
06/01/2014 06:5156700;282.764;284.849;290.182
06/01/2014 06:5256720;282.761;284.845;290.182
06/01/2014 06:5356800;282.75;284.827;290.18
06/01/2014 06:5456840;282.744;284.818;290.18
06/01/2014 06:5556900;282.735;284.805;290.178
06/01/2014 06:5656960;282.726;284.791;290.177
06/01/2014 06:5657000;282.72;284.782;290.177
06/01/2014 06:5857080;282.708;284.764;290.175
06/01/2014 06:5857100;282.705;284.759;290.175
06/01/2014 07:0057200;282.69;284.736;290.173
06/01/2014 07:0157300;282.675;284.713;290.171
06/01/2014 07:0257320;282.671;284.709;290.171
06/01/2014 07:0357400;282.659;284.69;290.169
06/01/2014 07:0457440;282.653;284.681;290.169
06/01/2014 07:0557500;282.643;284.667;290.168
06/01/2014 07:0657560;282.634;284.653;290.167
06/01/2014 07:0657600;282.628;284.644;290.166
06/01/2014 07:0857680;282.615;284.625;290.164
06/01/2014 07:0857700;282.612;284.62;290.164
06/01/2014 07:1057800;282.596;284.597;290.162
06/01/2014 07:1157900;282.58;284.574;290.161
06/01/2014 07:1257920;282.576;284.569;290.16
06/01/2014 07:1358000;282.564;284.55;290.159
06/01/2014 07:1458040;282.557;284.541;290.158
06/01/2014 07:1558100;282.547;284.527;290.157
06/01/2014 07:1658160;282.537;284.513;290.156
06/01/2014 07:1658200;282.531;284.504;290.155
06/01/2014 07:1858280;282.517;284.485;290.154
06/01/2014 07:1858300;282.514;284.48;290.153
06/01/2014 07:2058400;282.497;284.457;290.152
06/01/2014 07:2158500;282.481;284.434;290.15
06/01/2014 07:2258520;282.477;284.43;290.149
06/01/2014 07:2358600;282.464;284.412;290.148
06/01/2014 07:2458640;282.457;284.402;290.147
06/01/2014 07:2558700;282.447;284.389;290.146
06/01/2014 07:2658760;282.437;284.375;290.145
06/01/2014 07:2658800;282.43;284.366;290.144
06/01/2014 07:2858880;282.416;284.348;290.143
06/01/2014 07:2858900;282.413;284.344;290.143
06/01/2014 07:3059000;282.395;284.322;290.141
06/01/2014 07:3159100;282.378;284.3;290.139
06/01/2014 07:3259120;282.374;284.296;290.139
06/01/2014 07:3359200;282.36;284.278;290.137
06/01/2014 07:3459240;282.353;284.27;290.136
06/01/2014 07:3559300;282.343;284.257;290.135
06/01/2014 07:3659360;282.332;284.244;290.134
06/01/2014 07:3659400;282.325;284.235;290.134
06/01/2014 07:3859480;282.311;284.219;290.132
06/01/2014 07:3859500;282.307;284.214;290.132
06/01/2014 07:4059600;282.289;284.194;290.13
06/01/2014 07:4159700;282.271;284.173;290.128
06/01/2014 07:4259720;282.268;284.169;290.128
06/01/2014 07:4259745;282.263;284.164;290.127
06/01/2014 07:4359800;282.253;284.163;290.126
06/01/2014 07:4459840;282.246;284.163;290.126
06/01/2014 07:4559900;282.235;284.164;290.125
06/01/2014 07:4659960;282.224;284.164;290.124
06/01/2014 07:4660000;282.217;284.164;290.123
06/01/2014 07:4860080;282.202;284.165;290.121
06/01/2014 07:4860100;282.198;284.165;290.121
06/01/2014 07:5060200;282.18;284.166;290.119
06/01/2014 07:5160300;282.161;284.166;290.117
06/01/2014 07:5260320;282.157;284.167;290.117
06/01/2014 07:5360400;282.142;284.167;290.116
06/01/2014 07:5460440;282.135;284.167;290.115
06/01/2014 07:5560500;282.124;284.168;290.114
06/01/2014 07:5660560;282.112;284.168;290.113
06/01/2014 07:5660600;282.105;284.168;290.112
06/01/2014 07:5860680;282.09;284.169;290.111
06/01/2014 07:5860700;282.086;284.169;290.11
06/01/2014 08:0060800;282.067;284.169;290.108
06/01/2014 08:0160900;282.048;284.17;290.107
06/01/2014 08:0260920;282.044;284.17;290.106
06/01/2014 08:0361000;282.028;284.17;290.105
06/01/2014 08:0461040;282.021;284.171;290.104
06/01/2014 08:0561100;282.009;284.171;290.103
06/01/2014 08:0661160;281.997;284.171;290.102
06/01/2014 08:0661200;281.99;284.171;290.101
06/01/2014 08:0861280;281.974;284.172;290.1
06/01/2014 08:0861300;281.97;284.172;290.1
06/01/2014 08:1061400;281.95;284.172;290.098
06/01/2014 08:1161500;281.93;284.173;290.096
06/01/2014 08:1261520;281.926;284.173;290.096
06/01/2014 08:1361600;281.91;284.173;290.094
06/01/2014 08:1461640;281.902;284.174;290.093
06/01/2014 08:1561700;281.89;284.174;290.092
06/01/2014 08:1661760;281.878;284.174;290.091
06/01/2014 08:1661800;281.87;284.174;290.091
06/01/2014 08:1861880;281.853;284.175;290.089
06/01/2014 08:1861900;281.849;284.175;290.089
06/01/2014 08:2062000;281.829;284.175;290.087
06/01/2014 08:2162100;281.808;284.176;290.085
06/01/2014 08:2262120;281.803;284.176;290.085
06/01/2014 08:2362200;281.787;284.176;290.083
06/01/2014 08:2462240;281.778;284.177;290.083
06/01/2014 08:2562300;281.765;284.177;290.082
06/01/2014 08:2662360;281.753;284.177;290.08
06/01/2014 08:2662400;281.744;284.177;290.08
06/01/2014 08:2862480;281.727;284.178;290.078
06/01/2014 08:2862500;281.723;284.178;290.078
06/01/2014 08:3062600;281.701;284.178;290.076
06/01/2014 08:3162700;281.679;284.179;290.074
06/01/2014 08:3262720;281.675;284.179;290.074
06/01/2014 08:3362800;281.658;284.179;290.073
06/01/2014 08:3462840;281.649;284.179;290.072
06/01/2014 08:3562900;281.636;284.18;290.071
06/01/2014 08:3662960;281.622;284.18;290.07
06/01/2014 08:3663000;281.613;284.18;290.069
06/01/2014 08:3863080;281.596;284.181;290.068
06/01/2014 08:3863100;281.591;284.181;290.067
06/01/2014 08:4063200;281.569;284.181;290.065
06/01/2014 08:4163300;281.547;284.182;290.064
06/01/2014 08:4263320;281.542;284.182;290.063
06/01/2014 08:4363400;281.525;284.182;290.062
06/01/2014 08:4463440;281.516;284.182;290.061
06/01/2014 08:4563500;281.502;284.183;290.06
06/01/2014 08:4663560;281.489;284.183;290.059
06/01/2014 08:4663600;281.48;284.183;290.058
06/01/2014 08:4863680;281.462;284.183;290.057
06/01/2014 08:4863700;281.458;284.184;290.056
06/01/2014 08:5063800;281.435;284.184;290.055
06/01/2014 08:5163900;281.413;284.184;290.053
06/01/2014 08:5263920;281.409;284.185;290.053
06/01/2014 08:5364000;281.391;284.185;290.051
06/01/2014 08:5464040;281.382;284.185;290.05
06/01/2014 08:5564100;281.369;284.185;290.049
06/01/2014 08:5664160;281.356;284.186;290.048
06/01/2014 08:5664200;281.347;284.186;290.047
06/01/2014 08:5864280;281.33;284.186;290.046
06/01/2014 08:5864300;281.326;284.186;290.046
06/01/2014 08:5964364;281.312;284.187;290.045
06/01/2014 08:5964365;281.312;284.187;290.045
06/01/2014 08:5964366;281.311;284.187;290.045
06/01/2014 08:5964367;281.311;284.187;290.044
06/01/2014 08:5964368;281.311;284.187;290.044
06/01/2014 08:5964369;281.311;284.187;290.044
06/01/2014 08:5964370;281.311;284.186;290.044
06/01/2014 08:5964371;281.31;284.186;290.044
06/01/2014 08:5964372;281.31;284.186;290.044
06/01/2014 08:5964373;281.31;284.186;290.044
06/01/2014 08:5964374;281.31;284.186;290.044
06/01/2014 08:5964375;281.309;284.186;290.044
06/01/2014 08:5964376;281.309;284.186;290.044
06/01/2014 08:5964377;281.309;284.185;290.044
06/01/2014 08:5964378;281.309;284.185;290.044
06/01/2014 08:5964379;281.309;284.185;290.044
06/01/2014 08:5964380;281.308;284.185;290.044
06/01/2014 08:5964381;281.308;284.185;290.044
06/01/2014 08:5964382;281.308;284.185;290.044
06/01/2014 08:5964383;281.308;284.184;290.044
06/01/2014 08:5964384;281.308;284.184;290.044
06/01/2014 08:5964385;281.307;284.184;290.044
06/01/2014 08:5964386;281.307;284.184;290.044
06/01/2014 08:5964387;281.307;284.184;290.044
06/01/2014 08:5964388;281.307;284.183;290.044
06/01/2014 08:5964389;281.306;284.183;290.044
06/01/2014 08:5964390;281.306;284.183;290.044
06/01/2014 08:5964391;281.306;284.183;290.044
06/01/2014 08:5964392;281.306;284.183;290.044
06/01/2014 08:5964393;281.306;284.182;290.044
06/01/2014 08:5964394;281.305;284.182;290.044
06/01/2014 08:5964395;281.305;284.182;290.044
06/01/2014 08:5964396;281.305;284.182;290.044
06/01/2014 08:5964397;281.305;284.182;290.044
06/01/2014 08:5964398;281.305;284.181;290.044
06/01/2014 08:5964399;281.304;284.181;290.044
06/01/2014 09:0064400;281.304;284.181;290.044
06/01/2014 09:0164500;281.283;284.159;290.042
06/01/2014 09:0264520;281.278;284.155;290.042
06/01/2014 09:0364600;281.262;284.138;290.04
06/01/2014 09:0464640;281.253;284.13;290.04
06/01/2014 09:0564700;281.241;284.118;290.039
06/01/2014 09:0664760;281.228;284.106;290.037
06/01/2014 09:0664800;281.22;284.098;290.037
06/01/2014 09:0864880;281.204;284.082;290.035
06/01/2014 09:0864900;281.2;284.078;290.035
06/01/2014 09:1065000;281.18;284.059;290.033
06/01/2014 09:1165100;281.161;284.04;290.031
06/01/2014 09:1265120;281.157;284.036;290.031
06/01/2014 09:1365200;281.142;284.022;290.03
06/01/2014 09:1465240;281.134;284.015;290.029
06/01/2014 09:1565300;281.123;284.004;290.028
06/01/2014 09:1665360;281.112;283.993;290.027
06/01/2014 09:1665400;281.104;283.986;290.026
06/01/2014 09:1865480;281.09;283.972;290.025
06/01/2014 09:1865500;281.087;283.968;290.024
06/01/2014 09:2065600;281.069;283.951;290.022
06/01/2014 09:2165700;281.052;283.934;290.021
06/01/2014 09:2265720;281.049;283.931;290.02
06/01/2014 09:2365800;281.036;283.918;290.019
06/01/2014 09:2465840;281.029;283.911;290.018
06/01/2014 09:2565900;281.019;283.901;290.017
06/01/2014 09:2665960;281.01;283.891;290.016
06/01/2014 09:2666000;281.004;283.885;290.015
06/01/2014 09:2866080;280.992;283.872;290.014
06/01/2014 09:2866100;280.989;283.869;290.013
06/01/2014 09:3066200;280.974;283.853;290.012
06/01/2014 09:3166300;280.96;283.838;290.01
06/01/2014 09:3266320;280.957;283.835;290.009
06/01/2014 09:3366400;280.946;283.823;290.008
06/01/2014 09:3466440;280.941;283.817;290.007
06/01/2014 09:3566500;280.934;283.808;290.006
06/01/2014 09:3666560;280.928;283.799;290.005
06/01/2014 09:3666600;280.925;283.793;290.004
06/01/2014 09:3866680;280.921;283.781;290.003
06/01/2014 09:3866700;280.92;283.778;290.003
06/01/2014 09:4066800;280.92;283.764;290.001
06/01/2014 09:4066858;280.923;283.756;290
06/01/2014 09:4166900;280.926;283.756;289.999
06/01/2014 09:4266920;280.928;283.756;289.999
06/01/2014 09:4367000;280.941;283.757;289.997
06/01/2014 09:4467040;280.949;283.757;289.997
06/01/2014 09:4567100;280.964;283.758;289.996
06/01/2014 09:4667160;280.984;283.758;289.994
06/01/2014 09:4667200;280.998;283.758;289.994
06/01/2014 09:4867280;281.033;283.759;289.992
06/01/2014 09:4867300;281.043;283.759;289.992
06/01/2014 09:5067400;281.098;283.76;289.99
06/01/2014 09:5167500;281.165;283.761;289.988
06/01/2014 09:5267520;281.179;283.761;289.988
06/01/2014 09:5367600;281.244;283.762;289.987
06/01/2014 09:5467640;281.279;283.762;289.986
06/01/2014 09:5567700;281.336;283.763;289.985
06/01/2014 09:5667760;281.398;283.763;289.984
06/01/2014 09:5667800;281.442;283.764;289.983
06/01/2014 09:5867880;281.537;283.764;289.982
06/01/2014 09:5867900;281.562;283.765;289.981
06/01/2014 09:5967964;281.648;283.765;289.98
06/01/2014 09:5967965;281.648;283.765;289.98
06/01/2014 09:5967966;281.65;283.765;289.98
06/01/2014 09:5967967;281.651;283.765;289.98
06/01/2014 09:5967968;281.652;283.765;289.98
06/01/2014 09:5967969;281.654;283.765;289.98
06/01/2014 09:5967970;281.655;283.765;289.98
06/01/2014 09:5967971;281.656;283.765;289.98
06/01/2014 09:5967972;281.658;283.765;289.98
06/01/2014 09:5967973;281.659;283.765;289.98
06/01/2014 09:5967974;281.66;283.765;289.98
06/01/2014 09:5967975;281.662;283.765;289.98
06/01/2014 09:5967976;281.664;283.764;289.98
06/01/2014 09:5967977;281.665;283.764;289.98
06/01/2014 09:5967978;281.666;283.764;289.98
06/01/2014 09:5967979;281.668;283.764;289.98
06/01/2014 09:5967980;281.669;283.764;289.98
06/01/2014 09:5967981;281.671;283.764;289.98
06/01/2014 09:5967982;281.672;283.764;289.98
06/01/2014 09:5967983;281.673;283.764;289.98
06/01/2014 09:5967984;281.675;283.764;289.98
06/01/2014 09:5967985;281.676;283.764;289.98
06/01/2014 09:5967986;281.678;283.764;289.98
06/01/2014 09:5967987;281.679;283.764;289.98
06/01/2014 09:5967988;281.68;283.764;289.98
06/01/2014 09:5967989;281.682;283.764;289.98
06/01/2014 09:5967990;281.683;283.764;289.98
06/01/2014 09:5967991;281.685;283.764;289.98
06/01/2014 09:5967992;281.686;283.764;289.98
06/01/2014 09:5967993;281.687;283.764;289.98
06/01/2014 09:5967994;281.689;283.764;289.98
06/01/2014 09:5967995;281.69;283.764;289.979
06/01/2014 09:5967996;281.691;283.764;289.979
06/01/2014 09:5967997;281.693;283.764;289.979
06/01/2014 09:5967998;281.695;283.764;289.979
06/01/2014 09:5967999;281.696;283.764;289.979
06/01/2014 10:0068000;281.698;283.764;289.979
06/01/2014 10:0168100;281.849;283.764;289.978
06/01/2014 10:0268120;281.881;283.765;289.977
06/01/2014 10:0368200;282.017;283.765;289.976
06/01/2014 10:0468240;282.089;283.766;289.975
06/01/2014 10:0568300;282.202;283.766;289.974
06/01/2014 10:0668360;282.321;283.767;289.973
06/01/2014 10:0668400;282.404;283.767;289.972
06/01/2014 10:0868480;282.578;283.768;289.971
06/01/2014 10:0868500;282.624;283.768;289.97
06/01/2014 10:1068600;282.862;283.769;289.969
06/01/2014 10:1168700;283.119;283.769;289.967
06/01/2014 10:1268720;283.172;283.77;289.967
06/01/2014 10:1368800;283.395;283.77;289.965
06/01/2014 10:1468840;283.51;283.771;289.964
06/01/2014 10:1568900;283.69;283.771;289.963
06/01/2014 10:1668960;283.877;283.772;289.962
06/01/2014 10:1669000;284.005;283.772;289.961
06/01/2014 10:1769026;284.09;283.772;289.961
06/01/2014 10:1869080;284.271;283.773;289.96
06/01/2014 10:1869100;284.34;283.773;289.96
06/01/2014 10:2069200;284.694;283.774;289.958
06/01/2014 10:2169300;285.069;283.775;289.956
06/01/2014 10:2269320;285.147;283.775;289.956
06/01/2014 10:2369400;285.464;283.775;289.954
06/01/2014 10:2469440;285.628;283.776;289.954
06/01/2014 10:2569500;285.879;283.776;289.953
06/01/2014 10:2669560;286.138;283.777;289.952
06/01/2014 10:2669600;286.315;283.777;289.951
06/01/2014 10:2869680;286.678;283.778;289.95
06/01/2014 10:2869700;286.77;283.778;289.949
06/01/2014 10:3069800;287.246;283.779;289.947
06/01/2014 10:3169900;287.741;283.78;289.946
06/01/2014 10:3269920;287.842;283.78;289.945
06/01/2014 10:3370000;288.257;283.78;289.944
06/01/2014 10:3470040;288.469;283.781;289.943
06/01/2014 10:3570100;288.794;283.781;289.942
06/01/2014 10:3670160;289.127;283.782;289.941
06/01/2014 10:3670200;289.353;283.782;289.941
06/01/2014 10:3870280;289.817;283.783;289.939
06/01/2014 10:3870300;289.935;283.783;289.939
06/01/2014 10:4070400;290.541;283.784;289.937
06/01/2014 10:4170500;291.17;283.784;289.936
06/01/2014 10:4270520;291.299;283.785;289.935
06/01/2014 10:4370600;291.824;283.785;289.934
06/01/2014 10:4470640;292.093;283.786;289.933
06/01/2014 10:4570700;292.503;283.786;289.932
06/01/2014 10:4670760;292.923;283.787;289.931
06/01/2014 10:4670800;293.208;283.787;289.931
06/01/2014 10:4870880;293.79;283.788;289.929
06/01/2014 10:4870900;293.938;283.788;289.929
06/01/2014 10:5071000;294.695;283.791;289.927
06/01/2014 10:5171100;295.479;283.816;289.926
06/01/2014 10:5271120;295.639;283.825;289.925
06/01/2014 10:5371200;296.291;283.862;289.924
06/01/2014 10:5471240;296.624;283.883;289.923
06/01/2014 10:5571300;297.098;283.915;289.922
06/01/2014 10:5671360;296.949;283.948;289.922
06/01/2014 10:5671400;295.775;283.971;289.921
06/01/2014 10:5871480;291.642;284.018;289.92
06/01/2014 10:5871500;290.811;284.029;289.92
06/01/2014 11:0071600;290.239;284.078;289.918
06/01/2014 11:0171700;291.22;284.111;289.917
06/01/2014 11:0271720;291.514;284.116;289.917
06/01/2014 11:0371800;292.787;284.138;289.917
06/01/2014 11:0471840;293.418;284.15;289.916
06/01/2014 11:0571900;294.3;284.169;289.916
06/01/2014 11:0671960;295.092;284.191;289.915
06/01/2014 11:0672000;295.572;284.207;289.915
06/01/2014 11:0872080;296.432;284.242;289.915
06/01/2014 11:0872100;296.628;284.251;289.914
06/01/2014 11:1072200;297.044;284.303;289.915
06/01/2014 11:1172300;296.3;284.359;289.918
06/01/2014 11:1272320;295.971;284.37;289.919
06/01/2014 11:1372400;294.486;284.416;289.92
06/01/2014 11:1472440;294.024;284.438;289.921
06/01/2014 11:1572500;294.049;284.469;289.923
06/01/2014 11:1672560;294.647;284.497;289.925
06/01/2014 11:1672600;295.105;284.515;289.927
06/01/2014 11:1872680;295.796;284.55;289.93
06/01/2014 11:1872700;295.905;284.559;289.931
06/01/2014 11:2072800;296.236;284.607;289.934
06/01/2014 11:2172900;296.721;284.659;289.937
06/01/2014 11:2272920;296.833;284.669;289.937
06/01/2014 11:2373000;297.13;284.716;289.94
06/01/2014 11:2473040;297.151;284.741;289.942
06/01/2014 11:2573100;297.054;284.78;289.945
06/01/2014 11:2673160;296.9;284.82;289.948
06/01/2014 11:2673200;296.826;284.846;289.95
06/01/2014 11:2873280;296.849;284.897;289.954
06/01/2014 11:2873300;296.893;284.91;289.955
06/01/2014 11:3073400;297.251;284.973;289.961
06/01/2014 11:3173500;297.634;285.037;289.967
06/01/2014 11:3273520;297.702;285.05;289.968
06/01/2014 11:3373600;297.954;285.103;289.973
06/01/2014 11:3473640;298.074;285.129;289.975
06/01/2014 11:3573700;298.243;285.17;289.979
06/01/2014 11:3673760;298.387;285.212;289.983
06/01/2014 11:3673800;298.463;285.24;289.986
06/01/2014 11:3873880;298.569;285.296;289.992
06/01/2014 11:3873900;298.589;285.31;289.993
06/01/2014 11:4074000;298.693;285.378;290.001
06/01/2014 11:4174100;298.86;285.445;290.009
06/01/2014 11:4274120;298.903;285.458;290.011
06/01/2014 11:4374200;299.092;285.512;290.018
06/01/2014 11:4474240;299.193;285.539;290.021
06/01/2014 11:4574300;299.343;285.58;290.026
06/01/2014 11:4674360;299.488;285.622;290.032
06/01/2014 11:4674400;299.582;285.649;290.035
06/01/2014 11:4874480;299.759;285.706;290.043
06/01/2014 11:4874500;299.801;285.72;290.045
06/01/2014 11:5074600;299.993;285.791;290.055
06/01/2014 11:5174700;300.163;285.863;290.065
06/01/2014 11:5274720;300.196;285.878;290.067
06/01/2014 11:5374800;300.328;285.934;290.075
06/01/2014 11:5474840;300.397;285.962;290.08
06/01/2014 11:5574900;300.505;286.003;290.086
06/01/2014 11:5674960;300.618;286.045;290.093
06/01/2014 11:5675000;300.696;286.071;290.098
06/01/2014 11:5875080;300.852;286.12;290.107
06/01/2014 11:5875100;300.89;286.132;290.109
06/01/2014 11:5975164;301.012;286.167;290.117
06/01/2014 11:5975165;301.014;286.168;290.117
06/01/2014 11:5975166;301.015;286.168;290.117
06/01/2014 11:5975167;301.017;286.169;290.117
06/01/2014 11:5975168;301.019;286.169;290.118
06/01/2014 11:5975169;301.021;286.17;290.118
06/01/2014 11:5975170;301.023;286.171;290.118
06/01/2014 11:5975171;301.025;286.171;290.118
06/01/2014 11:5975172;301.027;286.172;290.118
06/01/2014 11:5975173;301.028;286.172;290.118
06/01/2014 11:5975174;301.03;286.173;290.118
06/01/2014 11:5975175;301.032;286.173;290.118
06/01/2014 11:5975176;301.034;286.174;290.118
06/01/2014 11:5975177;301.036;286.174;290.119
06/01/2014 11:5975178;301.038;286.175;290.119
06/01/2014 11:5975179;301.04;286.176;290.119
06/01/2014 11:5975180;301.042;286.176;290.119
06/01/2014 11:5975181;301.044;286.177;290.119
06/01/2014 11:5975182;301.045;286.177;290.119
06/01/2014 11:5975183;301.047;286.178;290.119
06/01/2014 11:5975184;301.049;286.178;290.119
06/01/2014 11:5975185;301.051;286.179;290.12
06/01/2014 11:5975186;301.053;286.179;290.12
06/01/2014 11:5975187;301.055;286.18;290.12
06/01/2014 11:5975188;301.056;286.18;290.12
06/01/2014 11:5975189;301.058;286.181;290.12
06/01/2014 11:5975190;301.06;286.181;290.12
06/01/2014 11:5975191;301.062;286.182;290.12
06/01/2014 11:5975192;301.064;286.182;290.12
06/01/2014 11:5975193;301.066;286.183;290.121
06/01/2014 11:5975194;301.068;286.183;290.121
06/01/2014 11:5975195;301.069;286.184;290.121
06/01/2014 11:5975196;301.071;286.184;290.121
06/01/2014 11:5975197;301.073;286.184;290.121
06/01/2014 11:5975198;301.075;286.185;290.121
06/01/2014 11:5975199;301.077;286.185;290.121
06/01/2014 12:0075200;301.079;286.186;290.121
06/01/2014 12:0175300;301.259;286.229;290.134
06/01/2014 12:0275320;301.294;286.237;290.136
06/01/2014 12:0375400;301.428;286.27;290.146
06/01/2014 12:0475440;301.493;286.286;290.152
06/01/2014 12:0575500;301.589;286.309;290.159
06/01/2014 12:0675560;301.684;286.332;290.167
06/01/2014 12:0675600;301.747;286.347;290.173
06/01/2014 12:0875680;301.872;286.375;290.184
06/01/2014 12:0875700;301.903;286.383;290.186
06/01/2014 12:1075800;302.059;286.42;290.2
06/01/2014 12:1175900;302.21;286.457;290.215
06/01/2014 12:1275920;302.24;286.464;290.218
06/01/2014 12:1376000;302.354;286.493;290.229
06/01/2014 12:1476040;302.409;286.507;290.235
06/01/2014 12:1576100;302.489;286.528;290.244
06/01/2014 12:1676160;302.566;286.548;290.253
06/01/2014 12:1676200;302.616;286.562;290.259
06/01/2014 12:1876280;302.714;286.588;290.272
06/01/2014 12:1876300;302.738;286.595;290.275
06/01/2014 12:2076400;302.854;286.628;290.29
06/01/2014 12:2176500;302.965;286.659;290.306
06/01/2014 12:2276520;302.987;286.666;290.31
06/01/2014 12:2376600;303.072;286.69;290.323
06/01/2014 12:2476640;303.113;286.702;290.329
06/01/2014 12:2576700;303.173;286.72;290.339
06/01/2014 12:2676760;303.23;286.737;290.349
06/01/2014 12:2676800;303.267;286.749;290.355
06/01/2014 12:2876880;303.337;286.772;290.369
06/01/2014 12:2876900;303.353;286.777;290.372
06/01/2014 12:3077000;303.433;286.805;290.389
06/01/2014 12:3177100;303.507;286.832;290.406
06/01/2014 12:3277120;303.52;286.837;290.41
06/01/2014 12:3377200;303.574;286.858;290.424
06/01/2014 12:3477240;303.599;286.868;290.431
06/01/2014 12:3577300;303.636;286.884;290.441
06/01/2014 12:3677360;303.671;286.899;290.452
06/01/2014 12:3677400;303.693;286.909;290.459
06/01/2014 12:3877480;303.735;286.928;290.473
06/01/2014 12:3877500;303.745;286.933;290.477
06/01/2014 12:4077600;303.792;286.957;290.495
06/01/2014 12:4177700;303.835;286.98;290.513
06/01/2014 12:4277720;303.843;286.985;290.516
06/01/2014 12:4377800;303.873;287.003;290.531
06/01/2014 12:4477840;303.887;287.011;290.538
06/01/2014 12:4577900;303.907;287.025;290.549
06/01/2014 12:4677960;303.925;287.038;290.56
06/01/2014 12:4678000;303.937;287.046;290.568
06/01/2014 12:4878080;303.958;287.063;290.582
06/01/2014 12:4878100;303.962;287.067;290.586
06/01/2014 12:5078200;303.985;287.087;290.604
06/01/2014 12:5178300;304.004;287.107;290.623
06/01/2014 12:5278320;304.007;287.111;290.627
06/01/2014 12:5378400;304.019;287.126;290.642
06/01/2014 12:5478440;304.025;287.133;290.649
06/01/2014 12:5578500;304.032;287.142;290.66
06/01/2014 12:5678560;304.038;287.152;290.671
06/01/2014 12:5678600;304.041;287.157;290.679
06/01/2014 12:5878680;304.047;287.168;290.694
06/01/2014 12:5878700;304.048;287.171;290.697
06/01/2014 12:5878712;304.049;287.172;290.7
06/01/2014 13:0078800;304.052;287.228;290.716
06/01/2014 13:0178900;304.054;287.262;290.735
06/01/2014 13:0278920;304.054;287.268;290.739
06/01/2014 13:0379000;304.054;287.29;290.754
06/01/2014 13:0479040;304.053;287.3;290.761
06/01/2014 13:0579100;304.051;287.315;290.772
06/01/2014 13:0679160;304.049;287.329;290.784
06/01/2014 13:0679200;304.046;287.339;290.791
06/01/2014 13:0879280;304.042;287.358;290.806
06/01/2014 13:0879300;304.04;287.362;290.81
06/01/2014 13:1079400;304.034;287.385;290.828
06/01/2014 13:1179500;304.029;287.408;290.847
06/01/2014 13:1279520;304.028;287.413;290.851
06/01/2014 13:1379600;304.024;287.43;290.866
06/01/2014 13:1479640;304.022;287.439;290.873
06/01/2014 13:1579700;304.019;287.453;290.884
06/01/2014 13:1679760;304.015;287.466;290.896
06/01/2014 13:1679800;304.012;287.474;290.903
06/01/2014 13:1879880;304.006;287.492;290.918
06/01/2014 13:1879900;304.004;287.496;290.922
06/01/2014 13:2080000;303.996;287.517;290.94
06/01/2014 13:2180100;303.987;287.538;290.959
06/01/2014 13:2280120;303.985;287.543;290.962
06/01/2014 13:2380200;303.978;287.559;290.977
06/01/2014 13:2480240;303.975;287.571;290.984
06/01/2014 13:2580300;303.97;287.594;290.996
06/01/2014 13:2680360;303.965;287.614;291.007
06/01/2014 13:2680400;303.962;287.627;291.014
06/01/2014 13:2880480;303.956;287.651;291.029
06/01/2014 13:2880500;303.954;287.657;291.032
06/01/2014 13:2980564;303.95;287.675;291.044
06/01/2014 13:2980565;303.949;287.675;291.044
06/01/2014 13:2980566;303.949;287.675;291.044
06/01/2014 13:2980567;303.949;287.676;291.044
06/01/2014 13:2980568;303.949;287.676;291.045
06/01/2014 13:2980569;303.949;287.677;291.045
06/01/2014 13:2980570;303.949;287.677;291.045
06/01/2014 13:2980571;303.949;287.677;291.045
06/01/2014 13:2980572;303.949;287.678;291.045
06/01/2014 13:2980573;303.949;287.678;291.046
06/01/2014 13:2980574;303.949;287.679;291.046
06/01/2014 13:2980575;303.949;287.679;291.046
06/01/2014 13:2980576;303.949;287.679;291.046
06/01/2014 13:2980577;303.949;287.679;291.046
06/01/2014 13:2980578;303.949;287.68;291.047
06/01/2014 13:2980579;303.948;287.68;291.047
06/01/2014 13:2980580;303.948;287.68;291.047
06/01/2014 13:2980581;303.948;287.68;291.047
06/01/2014 13:2980582;303.948;287.681;291.047
06/01/2014 13:2980583;303.948;287.681;291.047
06/01/2014 13:2980584;303.948;287.681;291.048
06/01/2014 13:2980585;303.948;287.681;291.048
06/01/2014 13:2980586;303.948;287.682;291.048
06/01/2014 13:2980587;303.948;287.682;291.048
06/01/2014 13:2980588;303.948;287.682;291.048
06/01/2014 13:2980589;303.948;287.682;291.049
