Created on March	04/03/2014 09:50
Date;T1.T;T3.T;T5.T
14/01/2014 03:40.1364e+006;281.583;283.603;291.007
14/01/2014 03:41.1365e+006;281.568;283.605;291.005
14/01/2014 03:42.13652e+006;281.565;283.605;291.004
14/01/2014 03:43.1366e+006;281.554;283.606;291.002
14/01/2014 03:44.13664e+006;281.549;283.607;291.002
14/01/2014 03:45.1367e+006;281.54;283.608;291
14/01/2014 03:46.13676e+006;281.532;283.609;290.999
14/01/2014 03:46.1368e+006;281.527;283.609;290.998
14/01/2014 03:48.13688e+006;281.516;283.61;290.997
14/01/2014 03:48.1369e+006;281.513;283.611;290.996
14/01/2014 03:50.137e+006;281.5;283.612;290.994
14/01/2014 03:51.1371e+006;281.486;283.613;290.992
14/01/2014 03:52.13712e+006;281.483;283.613;290.992
14/01/2014 03:53.1372e+006;281.473;283.614;290.99
14/01/2014 03:54.13724e+006;281.468;283.615;290.989
14/01/2014 03:55.1373e+006;281.46;283.616;290.988
14/01/2014 03:56.13736e+006;281.452;283.617;290.987
14/01/2014 03:56.1374e+006;281.447;283.617;290.986
14/01/2014 03:58.13748e+006;281.437;283.618;290.984
14/01/2014 03:58.1375e+006;281.434;283.618;290.984
14/01/2014 04:00.1376e+006;281.421;283.62;290.982
14/01/2014 04:01.1377e+006;281.409;283.621;290.98
14/01/2014 04:02.13772e+006;281.406;283.621;290.979
14/01/2014 04:03.1378e+006;281.396;283.622;290.978
14/01/2014 04:04.13784e+006;281.391;283.623;290.977
14/01/2014 04:05.1379e+006;281.384;283.624;290.976
14/01/2014 04:06.13796e+006;281.377;283.624;290.974
14/01/2014 04:06.138e+006;281.372;283.625;290.974
14/01/2014 04:08.13808e+006;281.362;283.626;290.972
14/01/2014 04:08.1381e+006;281.36;283.626;290.971
14/01/2014 04:10.1382e+006;281.348;283.627;290.969
14/01/2014 04:11.1383e+006;281.336;283.629;290.967
14/01/2014 04:12.13832e+006;281.333;283.629;290.967
14/01/2014 04:13.1384e+006;281.324;283.63;290.965
14/01/2014 04:14.13844e+006;281.319;283.631;290.964
14/01/2014 04:15.1385e+006;281.312;283.631;290.963
14/01/2014 04:16.13856e+006;281.306;283.632;290.962
14/01/2014 04:16.1386e+006;281.301;283.633;290.961
14/01/2014 04:18.13868e+006;281.292;283.634;290.96
14/01/2014 04:18.1387e+006;281.29;283.634;290.959
14/01/2014 04:20.1388e+006;281.278;283.635;290.957
14/01/2014 04:21.1389e+006;281.267;283.637;290.955
14/01/2014 04:22.13892e+006;281.265;283.637;290.955
14/01/2014 04:23.139e+006;281.256;283.638;290.953
14/01/2014 04:24.13904e+006;281.252;283.639;290.952
14/01/2014 04:25.1391e+006;281.245;283.639;290.951
14/01/2014 04:26.13916e+006;281.239;283.64;290.95
14/01/2014 04:26.1392e+006;281.234;283.641;290.949
14/01/2014 04:28.13928e+006;281.226;283.642;290.947
14/01/2014 04:28.1393e+006;281.224;283.642;290.947
14/01/2014 04:30.1394e+006;281.213;283.643;290.945
14/01/2014 04:31.1395e+006;281.202;283.645;290.943
14/01/2014 04:32.13952e+006;281.2;283.645;290.942
14/01/2014 04:33.1396e+006;281.192;283.646;290.941
14/01/2014 04:34.13964e+006;281.188;283.647;290.94
14/01/2014 04:35.1397e+006;281.182;283.647;290.939
14/01/2014 04:36.13976e+006;281.176;283.648;290.937
14/01/2014 04:36.1398e+006;281.171;283.649;290.937
14/01/2014 04:38.13988e+006;281.163;283.65;290.935
14/01/2014 04:38.1399e+006;281.161;283.65;290.934
14/01/2014 04:40.14e+006;281.151;283.651;290.932
14/01/2014 04:41.1401e+006;281.141;283.653;290.93
14/01/2014 04:42.14012e+006;281.139;283.653;290.93
14/01/2014 04:43.1402e+006;281.132;283.654;290.928
14/01/2014 04:44.14024e+006;281.128;283.654;290.928
14/01/2014 04:45.1403e+006;281.122;283.655;290.926
14/01/2014 04:46.14036e+006;281.116;283.656;290.925
14/01/2014 04:46.1404e+006;281.112;283.657;290.924
14/01/2014 04:48.14048e+006;281.105;283.658;290.923
14/01/2014 04:48.1405e+006;281.103;283.658;290.922
14/01/2014 04:50.1406e+006;281.093;283.659;290.92
14/01/2014 04:51.1407e+006;281.084;283.661;290.918
14/01/2014 04:52.14072e+006;281.082;283.661;290.918
14/01/2014 04:53.1408e+006;281.075;283.662;290.916
14/01/2014 04:54.14084e+006;281.071;283.662;290.915
14/01/2014 04:55.1409e+006;281.066;283.663;290.914
14/01/2014 04:56.14096e+006;281.06;283.664;290.913
14/01/2014 04:56.141e+006;281.056;283.665;290.912
14/01/2014 04:58.14108e+006;281.049;283.666;290.91
14/01/2014 04:58.1411e+006;281.048;283.666;290.91
14/01/2014 05:00.1412e+006;281.039;283.667;290.908
14/01/2014 05:01.1413e+006;281.03;283.669;290.906
14/01/2014 05:02.14132e+006;281.028;283.669;290.905
14/01/2014 05:03.1414e+006;281.021;283.67;290.904
14/01/2014 05:04.14144e+006;281.018;283.67;290.903
14/01/2014 05:05.1415e+006;281.013;283.671;290.902
14/01/2014 05:06.14156e+006;281.008;283.672;290.901
14/01/2014 05:06.1416e+006;281.004;283.672;290.9
14/01/2014 05:08.14168e+006;280.998;283.673;290.898
14/01/2014 05:08.1417e+006;280.996;283.673;290.898
14/01/2014 05:10.1418e+006;280.988;283.675;290.896
14/01/2014 05:11.1419e+006;280.981;283.676;290.894
14/01/2014 05:12.14192e+006;280.979;283.676;290.893
14/01/2014 05:13.142e+006;280.974;283.677;290.892
14/01/2014 05:14.14204e+006;280.971;283.677;290.891
14/01/2014 05:15.1421e+006;280.967;283.678;290.89
14/01/2014 05:16.14216e+006;280.963;283.679;290.888
14/01/2014 05:16.1422e+006;280.96;283.679;290.888
14/01/2014 05:18.14228e+006;280.955;283.68;290.886
14/01/2014 05:18.1423e+006;280.954;283.68;290.885
14/01/2014 05:20.1424e+006;280.948;283.681;290.883
14/01/2014 05:21.1425e+006;280.942;283.683;290.881
14/01/2014 05:22.14252e+006;280.941;283.683;290.881
14/01/2014 05:23.1426e+006;280.937;283.684;290.879
14/01/2014 05:24.14264e+006;280.935;283.684;290.879
14/01/2014 05:25.1427e+006;280.932;283.685;290.877
14/01/2014 05:26.14276e+006;280.93;283.686;290.876
14/01/2014 05:26.1428e+006;280.928;283.686;290.875
14/01/2014 05:28.14288e+006;280.925;283.687;290.874
14/01/2014 05:28.1429e+006;280.924;283.687;290.873
14/01/2014 05:30.143e+006;280.921;283.688;290.871
14/01/2014 05:31.1431e+006;280.917;283.689;290.869
14/01/2014 05:32.14312e+006;280.917;283.69;290.869
14/01/2014 05:33.1432e+006;280.915;283.691;290.867
14/01/2014 05:34.14324e+006;280.914;283.691;290.866
14/01/2014 05:35.1433e+006;280.912;283.692;290.865
14/01/2014 05:36.14336e+006;280.911;283.692;290.864
14/01/2014 05:36.1434e+006;280.911;283.693;290.863
14/01/2014 05:38.14348e+006;280.909;283.694;290.862
14/01/2014 05:38.1435e+006;280.909;283.694;290.861
14/01/2014 05:40.1436e+006;280.908;283.695;290.859
14/01/2014 05:41.1437e+006;280.907;283.696;290.857
14/01/2014 05:42.14372e+006;280.907;283.697;290.857
14/01/2014 05:43.1438e+006;280.907;283.697;290.855
14/01/2014 05:44.14384e+006;280.907;283.698;290.854
14/01/2014 05:45.1439e+006;280.907;283.699;290.853
14/01/2014 05:46.14396e+006;280.907;283.699;290.852
14/01/2014 05:46.144e+006;280.907;283.7;290.851
14/01/2014 05:48.14408e+006;280.908;283.701;290.849
14/01/2014 05:48.1441e+006;280.908;283.701;290.849
14/01/2014 05:50.1442e+006;280.909;283.702;290.847
14/01/2014 05:51.1443e+006;280.91;283.703;290.845
14/01/2014 05:52.14432e+006;280.91;283.703;290.845
14/01/2014 05:53.1444e+006;280.912;283.704;290.843
14/01/2014 05:54.14444e+006;280.912;283.705;290.842
14/01/2014 05:55.1445e+006;280.913;283.705;290.841
14/01/2014 05:56.14456e+006;280.914;283.706;290.84
14/01/2014 05:56.1446e+006;280.915;283.706;290.839
14/01/2014 05:58.14468e+006;280.917;283.707;290.837
14/01/2014 05:58.1447e+006;280.917;283.708;290.837
14/01/2014 05:59.14476e+006;280.919;283.708;290.836
14/01/2014 05:59.14477e+006;280.919;283.708;290.836
14/01/2014 05:59.14478e+006;280.919;283.708;290.836
14/01/2014 05:59.14479e+006;280.919;283.709;290.835
14/01/2014 06:00.1448e+006;280.919;283.709;290.835
14/01/2014 06:01.1449e+006;280.922;283.709;290.833
14/01/2014 06:02.14492e+006;280.922;283.709;290.833
14/01/2014 06:03.145e+006;280.924;283.709;290.831
14/01/2014 06:04.14504e+006;280.925;283.709;290.83
14/01/2014 06:05.1451e+006;280.927;283.709;290.829
14/01/2014 06:06.14516e+006;280.928;283.709;290.828
14/01/2014 06:06.1452e+006;280.93;283.709;290.827
14/01/2014 06:08.14528e+006;280.932;283.709;290.825
14/01/2014 06:08.1453e+006;280.932;283.709;290.825
14/01/2014 06:10.1454e+006;280.935;283.709;290.823
14/01/2014 06:11.1455e+006;280.938;283.709;290.821
14/01/2014 06:12.14552e+006;280.939;283.709;290.821
14/01/2014 06:13.1456e+006;280.941;283.709;290.819
14/01/2014 06:14.14564e+006;280.942;283.709;290.818
14/01/2014 06:15.1457e+006;280.944;283.709;290.817
14/01/2014 06:16.14576e+006;280.946;283.709;290.816
14/01/2014 06:16.1458e+006;280.947;283.708;290.815
14/01/2014 06:18.14588e+006;280.949;283.708;290.813
14/01/2014 06:18.1459e+006;280.95;283.708;290.813
14/01/2014 06:20.146e+006;280.953;283.707;290.811
14/01/2014 06:21.1461e+006;280.956;283.706;290.809
14/01/2014 06:22.14612e+006;280.957;283.706;290.809
14/01/2014 06:23.1462e+006;280.959;283.705;290.807
14/01/2014 06:24.14624e+006;280.96;283.704;290.806
14/01/2014 06:25.1463e+006;280.962;283.703;290.805
14/01/2014 06:26.14636e+006;280.964;283.702;290.804
14/01/2014 06:26.1464e+006;280.965;283.702;290.803
14/01/2014 06:28.14648e+006;280.968;283.7;290.801
14/01/2014 06:28.1465e+006;280.968;283.7;290.801
14/01/2014 06:30.1466e+006;280.971;283.698;290.799
14/01/2014 06:31.1467e+006;280.974;283.695;290.797
14/01/2014 06:32.14672e+006;280.975;283.695;290.797
14/01/2014 06:33.1468e+006;280.977;283.693;290.795
14/01/2014 06:34.14684e+006;280.978;283.692;290.794
14/01/2014 06:35.1469e+006;280.98;283.69;290.793
14/01/2014 06:36.14696e+006;280.982;283.688;290.792
14/01/2014 06:36.147e+006;280.983;283.687;290.791
14/01/2014 06:38.14708e+006;280.985;283.685;290.79
14/01/2014 06:38.1471e+006;280.986;283.684;290.789
14/01/2014 06:40.1472e+006;280.989;283.681;290.787
14/01/2014 06:41.1473e+006;280.991;283.677;290.785
14/01/2014 06:42.14732e+006;280.992;283.677;290.785
14/01/2014 06:43.1474e+006;280.994;283.674;290.783
14/01/2014 06:44.14744e+006;280.995;283.672;290.782
14/01/2014 06:45.1475e+006;280.996;283.67;290.781
14/01/2014 06:46.14756e+006;280.998;283.667;290.78
14/01/2014 06:46.1476e+006;280.999;283.666;290.779
14/01/2014 06:48.14768e+006;281.001;283.663;290.778
14/01/2014 06:48.1477e+006;281.001;283.662;290.777
14/01/2014 06:50.1478e+006;281.003;283.657;290.775
14/01/2014 06:51.1479e+006;281.005;283.653;290.773
14/01/2014 06:52.14792e+006;281.006;283.652;290.773
14/01/2014 06:53.148e+006;281.007;283.649;290.771
14/01/2014 06:54.14804e+006;281.008;283.647;290.771
14/01/2014 06:55.1481e+006;281.009;283.644;290.769
14/01/2014 06:56.14816e+006;281.01;283.641;290.768
14/01/2014 06:56.1482e+006;281.011;283.639;290.767
14/01/2014 06:58.14828e+006;281.012;283.635;290.766
14/01/2014 06:58.1483e+006;281.013;283.635;290.765
14/01/2014 07:00.1484e+006;281.014;283.63;290.763
14/01/2014 07:01.1485e+006;281.015;283.625;290.762
14/01/2014 07:02.14852e+006;281.015;283.624;290.761
14/01/2014 07:03.1486e+006;281.016;283.62;290.76
14/01/2014 07:04.14864e+006;281.017;283.618;290.759
14/01/2014 07:05.1487e+006;281.017;283.615;290.758
14/01/2014 07:06.14876e+006;281.018;283.612;290.756
14/01/2014 07:06.1488e+006;281.018;283.61;290.756
14/01/2014 07:08.14888e+006;281.018;283.605;290.754
14/01/2014 07:08.1489e+006;281.018;283.604;290.754
14/01/2014 07:10.149e+006;281.019;283.599;290.752
14/01/2014 07:11.1491e+006;281.019;283.594;290.75
14/01/2014 07:12.14912e+006;281.019;283.593;290.749
14/01/2014 07:13.1492e+006;281.018;283.589;290.748
14/01/2014 07:14.14924e+006;281.018;283.587;290.747
14/01/2014 07:15.1493e+006;281.018;283.583;290.746
14/01/2014 07:16.14936e+006;281.017;283.58;290.745
14/01/2014 07:16.1494e+006;281.017;283.578;290.744
14/01/2014 07:18.14948e+006;281.016;283.574;290.742
14/01/2014 07:18.1495e+006;281.016;283.573;290.742
14/01/2014 07:20.1496e+006;281.014;283.568;290.74
14/01/2014 07:21.1497e+006;281.013;283.562;290.738
14/01/2014 07:22.14972e+006;281.012;283.561;290.738
14/01/2014 07:23.1498e+006;281.011;283.557;290.736
14/01/2014 07:24.14984e+006;281.01;283.555;290.735
14/01/2014 07:25.1499e+006;281.008;283.552;290.734
14/01/2014 07:26.14996e+006;281.007;283.549;290.733
14/01/2014 07:26.15e+006;281.005;283.547;290.732
14/01/2014 07:28.15008e+006;281.003;283.542;290.73
14/01/2014 07:28.1501e+006;281.002;283.541;290.73
14/01/2014 07:30.1502e+006;280.999;283.536;290.728
14/01/2014 07:31.1503e+006;280.996;283.531;290.726
14/01/2014 07:32.15032e+006;280.995;283.53;290.726
14/01/2014 07:33.1504e+006;280.992;283.526;290.724
14/01/2014 07:34.15044e+006;280.99;283.524;290.723
14/01/2014 07:35.1505e+006;280.987;283.521;290.722
14/01/2014 07:36.15056e+006;280.985;283.518;290.721
14/01/2014 07:36.1506e+006;280.983;283.516;290.72
14/01/2014 07:38.15068e+006;280.979;283.512;290.719
14/01/2014 07:38.1507e+006;280.978;283.511;290.718
14/01/2014 07:40.1508e+006;280.973;283.506;290.716
14/01/2014 07:41.1509e+006;280.967;283.501;290.714
14/01/2014 07:42.15092e+006;280.966;283.5;290.714
14/01/2014 07:42.15095e+006;280.965;283.499;290.714
14/01/2014 07:43.151e+006;280.962;283.499;290.713
14/01/2014 07:44.15104e+006;280.96;283.499;290.712
14/01/2014 07:45.1511e+006;280.956;283.499;290.711
14/01/2014 07:46.15116e+006;280.952;283.499;290.709
14/01/2014 07:46.1512e+006;280.95;283.499;290.709
14/01/2014 07:48.15128e+006;280.945;283.5;290.707
14/01/2014 07:48.1513e+006;280.944;283.5;290.707
14/01/2014 07:50.1514e+006;280.937;283.5;290.705
14/01/2014 07:51.1515e+006;280.93;283.5;290.703
14/01/2014 07:52.15152e+006;280.929;283.501;290.702
14/01/2014 07:53.1516e+006;280.923;283.501;290.701
14/01/2014 07:54.15164e+006;280.921;283.501;290.7
14/01/2014 07:55.1517e+006;280.916;283.501;290.699
14/01/2014 07:56.15176e+006;280.912;283.501;290.698
14/01/2014 07:56.1518e+006;280.909;283.501;290.697
14/01/2014 07:58.15188e+006;280.903;283.502;290.695
14/01/2014 07:58.1519e+006;280.902;283.502;290.695
14/01/2014 08:00.152e+006;280.895;283.502;290.693
14/01/2014 08:01.1521e+006;280.887;283.502;290.691
14/01/2014 08:02.15212e+006;280.886;283.503;290.691
14/01/2014 08:03.1522e+006;280.88;283.503;290.689
14/01/2014 08:04.15224e+006;280.877;283.503;290.688
14/01/2014 08:05.1523e+006;280.872;283.503;290.687
14/01/2014 08:06.15236e+006;280.868;283.503;290.686
14/01/2014 08:06.1524e+006;280.865;283.503;290.685
14/01/2014 08:08.15248e+006;280.859;283.504;290.684
14/01/2014 08:08.1525e+006;280.857;283.504;290.683
14/01/2014 08:10.1526e+006;280.85;283.504;290.681
14/01/2014 08:11.1527e+006;280.842;283.504;290.679
14/01/2014 08:12.15272e+006;280.841;283.504;290.679
14/01/2014 08:13.1528e+006;280.835;283.505;290.677
14/01/2014 08:14.15284e+006;280.832;283.505;290.677
14/01/2014 08:15.1529e+006;280.828;283.505;290.675
14/01/2014 08:16.15296e+006;280.823;283.505;290.674
14/01/2014 08:16.153e+006;280.821;283.505;290.674
14/01/2014 08:18.15308e+006;280.815;283.506;290.672
14/01/2014 08:18.1531e+006;280.813;283.506;290.672
14/01/2014 08:20.1532e+006;280.807;283.506;290.67
14/01/2014 08:21.1533e+006;280.8;283.506;290.668
14/01/2014 08:22.15332e+006;280.798;283.507;290.667
14/01/2014 08:23.1534e+006;280.793;283.507;290.666
14/01/2014 08:24.15344e+006;280.79;283.507;290.665
14/01/2014 08:25.1535e+006;280.786;283.507;290.664
14/01/2014 08:26.15356e+006;280.782;283.507;290.663
14/01/2014 08:26.1536e+006;280.78;283.508;290.662
14/01/2014 08:28.15368e+006;280.775;283.508;290.66
14/01/2014 08:28.1537e+006;280.774;283.508;290.66
14/01/2014 08:30.1538e+006;280.767;283.508;290.658
14/01/2014 08:31.1539e+006;280.761;283.509;290.656
14/01/2014 08:32.15392e+006;280.76;283.509;290.656
14/01/2014 08:33.154e+006;280.755;283.509;290.654
14/01/2014 08:34.15404e+006;280.753;283.509;290.653
14/01/2014 08:35.1541e+006;280.749;283.509;290.652
14/01/2014 08:36.15416e+006;280.746;283.51;290.651
14/01/2014 08:36.1542e+006;280.744;283.51;290.65
14/01/2014 08:38.15428e+006;280.739;283.51;290.649
14/01/2014 08:38.1543e+006;280.738;283.51;290.648
14/01/2014 08:40.1544e+006;280.733;283.51;290.646
14/01/2014 08:41.1545e+006;280.727;283.511;290.644
14/01/2014 08:42.15452e+006;280.726;283.511;290.644
14/01/2014 08:43.1546e+006;280.722;283.511;290.642
14/01/2014 08:44.15464e+006;280.72;283.511;290.642
14/01/2014 08:45.1547e+006;280.717;283.512;290.641
14/01/2014 08:46.15476e+006;280.714;283.512;290.639
14/01/2014 08:46.1548e+006;280.712;283.512;290.639
14/01/2014 08:48.15488e+006;280.708;283.513;290.637
14/01/2014 08:48.1549e+006;280.707;283.513;290.637
14/01/2014 08:50.155e+006;280.702;283.513;290.635
14/01/2014 08:51.1551e+006;280.697;283.514;290.633
14/01/2014 08:52.15512e+006;280.696;283.514;290.632
14/01/2014 08:53.1552e+006;280.692;283.514;290.631
14/01/2014 08:54.15524e+006;280.69;283.514;290.63
14/01/2014 08:55.1553e+006;280.687;283.514;290.629
14/01/2014 08:56.15536e+006;280.684;283.515;290.628
14/01/2014 08:56.1554e+006;280.681;283.515;290.627
14/01/2014 08:58.15548e+006;280.677;283.515;290.625
14/01/2014 08:58.1555e+006;280.676;283.515;290.625
14/01/2014 08:59.15556e+006;280.673;283.516;290.624
14/01/2014 08:59.15557e+006;280.673;283.516;290.624
14/01/2014 08:59.15558e+006;280.673;283.516;290.624
14/01/2014 08:59.15559e+006;280.672;283.516;290.623
14/01/2014 09:00.1556e+006;280.672;283.515;290.623
14/01/2014 09:01.1557e+006;280.666;283.512;290.621
14/01/2014 09:02.15572e+006;280.665;283.512;290.621
14/01/2014 09:03.1558e+006;280.661;283.51;290.619
14/01/2014 09:04.15584e+006;280.659;283.509;290.618
14/01/2014 09:05.1559e+006;280.655;283.507;290.617
14/01/2014 09:06.15596e+006;280.652;283.506;290.616
14/01/2014 09:06.156e+006;280.65;283.505;290.615
14/01/2014 09:08.15608e+006;280.645;283.503;290.614
14/01/2014 09:08.1561e+006;280.644;283.503;290.613
14/01/2014 09:10.1562e+006;280.638;283.501;290.611
14/01/2014 09:11.1563e+006;280.632;283.498;290.609
14/01/2014 09:12.15632e+006;280.63;283.498;290.609
14/01/2014 09:13.1564e+006;280.625;283.496;290.608
14/01/2014 09:14.15644e+006;280.623;283.495;290.607
14/01/2014 09:15.1565e+006;280.619;283.494;290.606
14/01/2014 09:16.15656e+006;280.615;283.492;290.604
14/01/2014 09:16.1566e+006;280.612;283.491;290.604
14/01/2014 09:18.15668e+006;280.606;283.49;290.602
14/01/2014 09:18.1567e+006;280.605;283.489;290.602
14/01/2014 09:20.1568e+006;280.598;283.487;290.6
14/01/2014 09:21.1569e+006;280.59;283.484;290.598
14/01/2014 09:22.15692e+006;280.589;283.483;290.598
14/01/2014 09:23.157e+006;280.582;283.481;290.596
14/01/2014 09:24.15704e+006;280.579;283.48;290.595
14/01/2014 09:25.1571e+006;280.574;283.479;290.594
14/01/2014 09:26.15716e+006;280.569;283.477;290.593
14/01/2014 09:26.1572e+006;280.566;283.476;290.592
14/01/2014 09:28.15728e+006;280.559;283.473;290.591
14/01/2014 09:28.1573e+006;280.557;283.473;290.59
14/01/2014 09:30.1574e+006;280.549;283.47;290.588
14/01/2014 09:31.1575e+006;280.54;283.467;290.586
14/01/2014 09:32.15752e+006;280.538;283.466;290.586
14/01/2014 09:33.1576e+006;280.53;283.464;290.584
14/01/2014 09:34.15764e+006;280.527;283.462;290.584
14/01/2014 09:35.1577e+006;280.524;283.46;290.582
14/01/2014 09:36.15776e+006;280.522;283.458;290.581
14/01/2014 09:36.1578e+006;280.522;283.457;290.581
14/01/2014 09:38.15788e+006;280.526;283.454;290.579
14/01/2014 09:38.1579e+006;280.527;283.454;290.579
14/01/2014 09:40.158e+006;280.543;283.45;290.577
14/01/2014 09:41.15806e+006;280.557;283.448;290.576
14/01/2014 09:41.1581e+006;280.571;283.448;290.575
14/01/2014 09:42.15812e+006;280.578;283.448;290.574
14/01/2014 09:43.1582e+006;280.615;283.449;290.573
14/01/2014 09:44.15824e+006;280.638;283.449;290.572
14/01/2014 09:45.1583e+006;280.679;283.449;290.571
14/01/2014 09:46.15836e+006;280.726;283.449;290.57
14/01/2014 09:46.1584e+006;280.762;283.449;290.569
14/01/2014 09:48.15848e+006;280.842;283.45;290.567
14/01/2014 09:48.1585e+006;280.864;283.45;290.567
14/01/2014 09:50.1586e+006;280.988;283.45;290.565
14/01/2014 09:51.1587e+006;281.134;283.45;290.563
14/01/2014 09:52.15872e+006;281.166;283.45;290.563
14/01/2014 09:53.1588e+006;281.303;283.451;290.561
14/01/2014 09:54.15884e+006;281.378;283.451;290.56
14/01/2014 09:55.1589e+006;281.497;283.451;290.559
14/01/2014 09:56.15896e+006;281.626;283.451;290.558
14/01/2014 09:56.159e+006;281.717;283.451;290.557
14/01/2014 09:58.15908e+006;281.912;283.452;290.556
14/01/2014 09:58.1591e+006;281.963;283.452;290.555
14/01/2014 09:59.15916e+006;282.136;283.452;290.554
14/01/2014 09:59.15917e+006;282.139;283.452;290.554
14/01/2014 09:59.15918e+006;282.166;283.452;290.554
14/01/2014 09:59.15919e+006;282.195;283.452;290.554
14/01/2014 10:00.1592e+006;282.223;283.452;290.554
14/01/2014 10:01.1593e+006;282.54;283.452;290.552
14/01/2014 10:02.15932e+006;282.603;283.452;290.551
14/01/2014 10:03.1594e+006;282.87;283.452;290.55
14/01/2014 10:04.15944e+006;283.011;283.452;290.549
14/01/2014 10:05.1595e+006;283.23;283.453;290.548
14/01/2014 10:06.15956e+006;283.46;283.453;290.547
