Time,T1.T,T3.T,T5.T
813595,274.35,284.364,292.411
813595,274.35,284.364,292.411
813595,274.351,284.364,292.411
813595,274.351,284.364,292.411
813596,274.352,284.364,292.411
813596,274.352,284.364,292.411
813596,274.353,284.364,292.411
813596,274.353,284.364,292.411
813596,274.354,284.364,292.411
813596,274.354,284.364,292.411
813597,274.355,284.364,292.411
813597,274.355,284.364,292.411
813597,274.356,284.364,292.411
813597,274.356,284.364,292.411
813597,274.357,284.364,292.411
813597,274.357,284.364,292.411
813598,274.358,284.364,292.411
813598,274.358,284.364,292.411
813598,274.359,284.364,292.411
813598,274.359,284.364,292.411
813598,274.36,284.364,292.411
813598,274.36,284.364,292.411
813599,274.361,284.364,292.411
813599,274.361,284.364,292.411
813599,274.362,284.364,292.411
813599,274.362,284.364,292.411
813599,274.363,284.364,292.411
813599,274.363,284.364,292.411
813600,274.364,284.364,292.411
813600,274.364,284.364,292.411
813600,274.365,284.364,292.411
813600,274.365,284.364,292.411
813600,274.365,284.364,292.411
813600,274.365,284.364,292.411
813600,274.365,284.364,292.411
813700,274.662,284.366,292.409
813700,274.662,284.366,292.409
813720,274.725,284.366,292.408
813800,274.988,284.368,292.407
813800,274.988,284.368,292.407
813840,275.126,284.369,292.406
813900,275.342,284.37,292.405
813900,275.342,284.37,292.405
813960,275.568,284.371,292.404
814000,275.724,284.371,292.403
814000,275.724,284.371,292.403
814080,276.051,284.373,292.401
814100,276.136,284.373,292.401
814100,276.136,284.373,292.401
814200,276.576,284.375,292.399
814200,276.576,284.375,292.399
814200,276.576,284.375,292.399
814300,277.044,284.377,292.397
814300,277.044,284.377,292.397
814320,277.141,284.377,292.396
814400,277.541,284.378,292.395
814400,277.541,284.378,292.395
814440,277.747,284.379,292.394
814500,278.065,284.38,292.393
814500,278.065,284.38,292.393
814560,278.393,284.381,292.392
814600,278.616,284.382,292.391
814600,278.616,284.382,292.391
814680,279.076,284.383,292.389
814700,279.194,284.383,292.389
814700,279.194,284.383,292.389
814800,279.796,284.385,292.387
814800,279.796,284.385,292.387
814800,279.796,284.385,292.387
814900,280.422,284.387,292.385
814900,280.422,284.387,292.385
814920,280.55,284.387,292.384
815000,281.071,284.388,292.383
815000,281.071,284.388,292.383
815040,281.337,284.389,292.382
815100,281.741,284.39,292.381
815100,281.741,284.39,292.381
815160,282.153,284.391,292.379
815200,282.431,284.392,292.379
815200,282.431,284.392,292.379
815280,282.995,284.393,292.377
815300,283.138,284.393,292.377
815300,283.138,284.393,292.377
815400,283.86,284.395,292.375
815400,283.86,284.395,292.375
815400,283.86,284.395,292.375
815500,284.597,284.397,292.373
815500,284.597,284.397,292.373
815520,284.746,284.397,292.372
815526,284.789,284.397,292.372
815526,284.789,284.397,292.372
815600,285.346,284.398,292.371
815600,285.346,284.398,292.371
815640,285.65,284.399,292.37
815700,286.109,284.4,292.369
815700,286.109,284.4,292.369
815760,286.573,284.401,292.367
815800,286.885,284.402,292.367
815800,286.885,284.402,292.367
815880,287.516,284.403,292.365
815900,287.675,284.403,292.365
815900,287.675,284.403,292.365
816000,288.477,284.405,292.363
816000,288.477,284.405,292.363
816000,288.477,284.405,292.363
816100,289.293,284.407,292.361
816100,289.293,284.407,292.361
816120,289.457,284.407,292.36
816200,290.121,284.408,292.359
816200,290.121,284.408,292.359
816240,290.456,284.409,292.358
816300,290.963,284.41,292.357
816300,290.963,284.41,292.357
816360,291.474,284.411,292.356
816400,291.817,284.411,292.355
816400,291.817,284.411,292.355
816480,292.509,284.413,292.353
816500,292.684,284.413,292.353
816500,292.684,284.413,292.353
816600,293.563,284.415,292.351
816600,293.563,284.415,292.351
816600,293.563,284.415,292.351
816700,294.455,284.416,292.349
816700,294.455,284.416,292.349
816720,294.635,284.417,292.349
816800,295.36,284.42,292.347
816800,295.36,284.42,292.347
816840,295.725,284.427,292.347
816900,296.276,284.447,292.345
816900,296.276,284.447,292.345
816960,296.832,284.474,292.344
817000,297.205,284.494,292.343
817000,297.205,284.494,292.343
817080,297.957,284.537,292.342
817100,298.145,284.548,292.342
817100,298.145,284.548,292.342
817200,299.067,284.606,292.34
817200,299.067,284.606,292.34
817200,299.067,284.606,292.34
817300,298.308,284.669,292.338
817300,298.308,284.669,292.338
817320,297.536,284.683,292.338
817400,293.662,284.736,292.336
817400,293.662,284.736,292.336
817440,292.98,284.761,292.335
817500,292.677,284.795,292.334
817500,292.677,284.795,292.334
817560,292.889,284.822,292.333
817600,293.27,284.838,292.333
817600,293.27,284.838,292.333
817680,294.393,284.867,292.331
817700,294.713,284.874,292.331
817700,294.713,284.874,292.331
817800,296.306,284.913,292.329
817800,296.306,284.913,292.329
817800,296.306,284.913,292.329
817900,297.677,284.957,292.328
817900,297.677,284.957,292.328
817920,297.916,284.967,292.327
818000,298.753,285.009,292.326
818000,298.753,285.009,292.326
818040,298.982,285.032,292.326
818100,298.957,285.068,292.325
818100,298.957,285.068,292.325
818160,298.559,285.106,292.325
818200,298.055,285.131,292.325
818200,298.055,285.131,292.325
818280,296.586,285.183,292.327
818300,296.232,285.196,292.327
818300,296.232,285.196,292.327
818400,295.648,285.255,292.329
818400,295.648,285.255,292.329
818400,295.648,285.255,292.329
818500,296.394,285.306,292.333
818500,296.394,285.306,292.333
818520,296.57,285.316,292.333
818600,297.258,285.355,292.336
818600,297.258,285.355,292.336
818640,297.528,285.375,292.337
818700,297.822,285.406,292.338
818700,297.822,285.406,292.338
818760,298.091,285.439,292.339
818800,298.279,285.462,292.339
818800,298.279,285.462,292.339
818880,298.536,285.508,292.341
818900,298.553,285.52,292.342
818900,298.553,285.52,292.342
819000,298.376,285.58,292.345
819000,298.376,285.58,292.345
819000,298.376,285.58,292.345
819100,298.064,285.641,292.349
819100,298.064,285.641,292.349
819120,298.026,285.653,292.349
819200,298.023,285.701,292.353
819200,298.023,285.701,292.353
819240,298.103,285.725,292.355
819300,298.286,285.76,292.357
819300,298.286,285.76,292.357
819360,298.5,285.795,292.36
819400,298.641,285.818,292.362
819400,298.641,285.818,292.362
819480,298.898,285.865,292.366
819500,298.956,285.877,292.367
819500,298.956,285.877,292.367
819600,299.204,285.938,292.371
819600,299.204,285.938,292.371
819600,299.204,285.938,292.371
819700,299.358,286,292.376
819700,299.358,286,292.376
819720,299.375,286.013,292.377
819800,299.415,286.063,292.382
819800,299.415,286.063,292.382
819840,299.428,286.089,292.384
819900,299.454,286.127,292.387
819900,299.454,286.127,292.387
819960,299.506,286.165,292.391
820000,299.557,286.191,292.393
820000,299.557,286.191,292.393
820080,299.696,286.242,292.399
820100,299.736,286.255,292.4
820100,299.736,286.255,292.4
820200,299.947,286.319,292.406
820200,299.947,286.319,292.406
820200,299.947,286.319,292.406
820300,300.152,286.384,292.413
820300,300.152,286.384,292.413
820320,300.19,286.397,292.415
820400,300.332,286.45,292.42
820400,300.332,286.45,292.42
820440,300.396,286.476,292.423
820500,300.482,286.517,292.428
820500,300.482,286.517,292.428
820560,300.559,286.561,292.432
820600,300.608,286.591,292.435
820600,300.608,286.591,292.435
820680,300.706,286.653,292.442
820700,300.731,286.669,292.443
820700,300.731,286.669,292.443
820764,300.817,286.719,292.448
820764,300.817,286.719,292.448
820764,300.817,286.719,292.448
820764,300.817,286.719,292.448
820764,300.817,286.719,292.448
820764,300.817,286.719,292.448
820764,300.818,286.719,292.449
820764,300.818,286.719,292.449
820764,300.818,286.719,292.449
820764,300.818,286.719,292.449
820765,300.818,286.719,292.449
820765,300.818,286.719,292.449
820765,300.818,286.719,292.449
820765,300.818,286.719,292.449
820765,300.819,286.719,292.449
820765,300.819,286.719,292.449
820765,300.819,286.719,292.449
820765,300.819,286.719,292.449
820765,300.819,286.72,292.449
820765,300.819,286.72,292.449
820766,300.819,286.72,292.449
820766,300.819,286.72,292.449
820766,300.82,286.72,292.449
820766,300.82,286.72,292.449
820766,300.82,286.72,292.449
820766,300.82,286.72,292.449
820766,300.82,286.72,292.449
820766,300.82,286.72,292.449
820766,300.82,286.72,292.449
820766,300.82,286.72,292.449
820766,300.821,286.72,292.449
820766,300.821,286.72,292.449
820767,300.821,286.721,292.449
820767,300.821,286.721,292.449
820767,300.821,286.721,292.449
820767,300.821,286.721,292.449
820767,300.821,286.721,292.449
820767,300.821,286.721,292.449
820767,300.822,286.721,292.449
820767,300.822,286.721,292.449
820767,300.822,286.721,292.449
820767,300.822,286.721,292.449
820768,300.822,286.721,292.449
820768,300.822,286.721,292.449
820768,300.822,286.721,292.449
820768,300.822,286.721,292.449
820768,300.823,286.722,292.449
820768,300.823,286.722,292.449
820768,300.823,286.722,292.449
820768,300.823,286.722,292.449
820768,300.823,286.722,292.449
820768,300.823,286.722,292.449
820768,300.823,286.722,292.449
820768,300.823,286.722,292.449
820769,300.824,286.722,292.449
820769,300.824,286.722,292.449
820769,300.824,286.722,292.449
820769,300.824,286.722,292.449
820769,300.824,286.722,292.449
820769,300.824,286.722,292.449
820769,300.824,286.723,292.449
820769,300.824,286.723,292.449
820769,300.825,286.723,292.449
820769,300.825,286.723,292.449
820770,300.825,286.723,292.449
820770,300.825,286.723,292.449
820770,300.825,286.723,292.449
820770,300.825,286.723,292.449
820770,300.825,286.723,292.449
820770,300.825,286.723,292.449
820770,300.826,286.723,292.449
820770,300.826,286.723,292.449
820770,300.826,286.723,292.449
820770,300.826,286.723,292.449
820770,300.826,286.724,292.449
820770,300.826,286.724,292.449
820771,300.826,286.724,292.449
820771,300.826,286.724,292.449
820771,300.827,286.724,292.449
820771,300.827,286.724,292.449
820771,300.827,286.724,292.449
820771,300.827,286.724,292.449
820771,300.827,286.724,292.449
820771,300.827,286.724,292.449
820771,300.828,286.724,292.449
820771,300.828,286.724,292.449
820772,300.828,286.724,292.449
820772,300.828,286.724,292.449
820772,300.828,286.725,292.449
820772,300.828,286.725,292.449
820772,300.828,286.725,292.449
820772,300.828,286.725,292.449
820772,300.829,286.725,292.449
820772,300.829,286.725,292.449
820772,300.829,286.725,292.449
820772,300.829,286.725,292.449
820772,300.829,286.725,292.449
820772,300.829,286.725,292.449
820773,300.829,286.725,292.449
820773,300.829,286.725,292.449
820773,300.83,286.725,292.449
820773,300.83,286.725,292.449
820773,300.83,286.726,292.449
820773,300.83,286.726,292.449
820773,300.83,286.726,292.449
820773,300.83,286.726,292.449
820773,300.83,286.726,292.449
820773,300.83,286.726,292.449
820773,300.831,286.726,292.449
820773,300.831,286.726,292.449
820774,300.831,286.726,292.449
820774,300.831,286.726,292.449
820774,300.831,286.726,292.449
820774,300.831,286.726,292.449
820774,300.831,286.727,292.449
820774,300.831,286.727,292.449
820774,300.832,286.727,292.449
820774,300.832,286.727,292.449
820774,300.832,286.727,292.449
820774,300.832,286.727,292.449
820775,300.832,286.727,292.449
820775,300.832,286.727,292.449
820775,300.832,286.727,292.449
820775,300.832,286.727,292.449
820775,300.833,286.727,292.449
820775,300.833,286.727,292.449
820775,300.833,286.727,292.449
820775,300.833,286.727,292.449
820775,300.833,286.728,292.449
820775,300.833,286.728,292.449
820775,300.833,286.728,292.449
820775,300.833,286.728,292.449
820776,300.834,286.728,292.449
820776,300.834,286.728,292.449
820776,300.834,286.728,292.449
820776,300.834,286.728,292.449
820776,300.834,286.728,292.449
820776,300.834,286.728,292.449
820776,300.834,286.728,292.449
820776,300.834,286.728,292.449
820776,300.835,286.728,292.45
820776,300.835,286.728,292.45
820777,300.835,286.729,292.45
820777,300.835,286.729,292.45
820777,300.835,286.729,292.45
820777,300.835,286.729,292.45
820777,300.836,286.729,292.45
820777,300.836,286.729,292.45
820777,300.836,286.729,292.45
820777,300.836,286.729,292.45
820777,300.836,286.729,292.45
820777,300.836,286.729,292.45
820777,300.836,286.729,292.45
820777,300.836,286.729,292.45
820778,300.837,286.729,292.45
820778,300.837,286.729,292.45
820778,300.837,286.73,292.45
820778,300.837,286.73,292.45
820778,300.837,286.73,292.45
820778,300.837,286.73,292.45
820778,300.837,286.73,292.45
820778,300.837,286.73,292.45
820778,300.838,286.73,292.45
820778,300.838,286.73,292.45
820779,300.838,286.73,292.45
820779,300.838,286.73,292.45
820779,300.838,286.73,292.45
820779,300.838,286.73,292.45
820779,300.838,286.73,292.45
820779,300.838,286.73,292.45
820779,300.839,286.731,292.45
820779,300.839,286.731,292.45
820779,300.839,286.731,292.45
820779,300.839,286.731,292.45
820779,300.839,286.731,292.45
820779,300.839,286.731,292.45
820780,300.839,286.731,292.45
820780,300.839,286.731,292.45
820780,300.84,286.731,292.45
820780,300.84,286.731,292.45
820780,300.84,286.731,292.45
820780,300.84,286.731,292.45
820780,300.84,286.731,292.45
820780,300.84,286.731,292.45
820780,300.84,286.732,292.45
820780,300.84,286.732,292.45
820781,300.841,286.732,292.45
820781,300.841,286.732,292.45
820781,300.841,286.732,292.45
820781,300.841,286.732,292.45
820781,300.841,286.732,292.45
820781,300.841,286.732,292.45
820781,300.841,286.732,292.45
820781,300.841,286.732,292.45
820781,300.842,286.732,292.45
820781,300.842,286.732,292.45
820781,300.842,286.732,292.45
820781,300.842,286.732,292.45
820782,300.842,286.733,292.45
820782,300.842,286.733,292.45
820782,300.843,286.733,292.45
820782,300.843,286.733,292.45
820782,300.843,286.733,292.45
820782,300.843,286.733,292.45
820782,300.843,286.733,292.45
820782,300.843,286.733,292.45
820782,300.843,286.733,292.45
820782,300.843,286.733,292.45
820782,300.844,286.733,292.45
820782,300.844,286.733,292.45
820783,300.844,286.733,292.45
820783,300.844,286.733,292.45
820783,300.844,286.734,292.45
820783,300.844,286.734,292.45
820783,300.844,286.734,292.45
820783,300.844,286.734,292.45
820783,300.845,286.734,292.45
820783,300.845,286.734,292.45
820783,300.845,286.734,292.45
820783,300.845,286.734,292.45
820784,300.845,286.734,292.45
820784,300.845,286.734,292.45
820784,300.845,286.734,292.45
820784,300.845,286.734,292.45
820784,300.846,286.734,292.45
820784,300.846,286.734,292.45
820784,300.846,286.735,292.45
820784,300.846,286.735,292.45
820784,300.846,286.735,292.45
820784,300.846,286.735,292.45
820784,300.846,286.735,292.45
820784,300.846,286.735,292.45
820785,300.847,286.735,292.45
820785,300.847,286.735,292.45
820785,300.847,286.735,292.45
820785,300.847,286.735,292.45
820785,300.847,286.735,292.45
820785,300.847,286.735,292.45
820785,300.848,286.735,292.45
820785,300.848,286.735,292.45
820785,300.848,286.736,292.45
820785,300.848,286.736,292.45
820786,300.848,286.736,292.45
820786,300.848,286.736,292.45
820786,300.848,286.736,292.45
820786,300.848,286.736,292.45
820786,300.849,286.736,292.45
820786,300.849,286.736,292.45
820786,300.849,286.736,292.45
820786,300.849,286.736,292.45
820786,300.849,286.736,292.45
820786,300.849,286.736,292.45
820786,300.849,286.736,292.45
820786,300.849,286.736,292.45
820787,300.85,286.737,292.45
820787,300.85,286.737,292.45
820787,300.85,286.737,292.45
820787,300.85,286.737,292.45
820787,300.85,286.737,292.45
820787,300.85,286.737,292.45
820787,300.85,286.737,292.45
820787,300.85,286.737,292.45
820787,300.851,286.737,292.45
820787,300.851,286.737,292.45
820788,300.851,286.737,292.45
820788,300.851,286.737,292.45
820788,300.851,286.737,292.45
820788,300.851,286.737,292.45
820788,300.851,286.738,292.45
820788,300.851,286.738,292.45
820788,300.852,286.738,292.451
820788,300.852,286.738,292.451
820788,300.852,286.738,292.451
820788,300.852,286.738,292.451
820788,300.852,286.738,292.451
820788,300.852,286.738,292.451
820789,300.852,286.738,292.451
820789,300.852,286.738,292.451
820789,300.853,286.738,292.451
820789,300.853,286.738,292.451
820789,300.853,286.738,292.451
820789,300.853,286.738,292.451
820789,300.853,286.739,292.451
820789,300.853,286.739,292.451
820789,300.854,286.739,292.451
820789,300.854,286.739,292.451
820790,300.854,286.739,292.451
820790,300.854,286.739,292.451
820790,300.854,286.739,292.451
820790,300.854,286.739,292.451
820790,300.854,286.739,292.451
820790,300.854,286.739,292.451
820790,300.855,286.739,292.451
820790,300.855,286.739,292.451
820790,300.855,286.739,292.451
820790,300.855,286.739,292.451
820790,300.855,286.739,292.451
820790,300.855,286.739,292.451
820791,300.855,286.74,292.451
820791,300.855,286.74,292.451
820791,300.856,286.74,292.451
820791,300.856,286.74,292.451
820791,300.856,286.74,292.451
820791,300.856,286.74,292.451
820791,300.856,286.74,292.451
820791,300.856,286.74,292.451
820791,300.856,286.74,292.451
820791,300.856,286.74,292.451
820791,300.857,286.74,292.451
820791,300.857,286.74,292.451
820792,300.857,286.74,292.451
820792,300.857,286.74,292.451
820792,300.857,286.741,292.451
820792,300.857,286.741,292.451
820792,300.858,286.741,292.451
820792,300.858,286.741,292.451
820792,300.858,286.741,292.451
820792,300.858,286.741,292.451
820792,300.858,286.741,292.451
820792,300.858,286.741,292.451
820793,300.858,286.741,292.451
820793,300.858,286.741,292.451
820793,300.859,286.741,292.451
820793,300.859,286.741,292.451
820793,300.859,286.741,292.451
820793,300.859,286.741,292.451
820793,300.859,286.742,292.451
820793,300.859,286.742,292.451
820793,300.859,286.742,292.451
820793,300.859,286.742,292.451
820793,300.86,286.742,292.451
820793,300.86,286.742,292.451
820794,300.86,286.742,292.451
820794,300.86,286.742,292.451
820794,300.86,286.742,292.451
820794,300.86,286.742,292.451
820794,300.86,286.742,292.451
820794,300.86,286.742,292.451
820794,300.861,286.742,292.451
820794,300.861,286.742,292.451
820794,300.861,286.742,292.451
820794,300.861,286.742,292.451
820795,300.861,286.743,292.451
820795,300.861,286.743,292.451
820795,300.861,286.743,292.451
820795,300.861,286.743,292.451
820795,300.862,286.743,292.451
820795,300.862,286.743,292.451
820795,300.862,286.743,292.451
820795,300.862,286.743,292.451
820795,300.862,286.743,292.451
820795,300.862,286.743,292.451
820795,300.863,286.743,292.451
820795,300.863,286.743,292.451
820796,300.863,286.743,292.451
820796,300.863,286.743,292.451
820796,300.863,286.743,292.451
820796,300.863,286.743,292.451
820796,300.863,286.744,292.451
820796,300.863,286.744,292.451
820796,300.864,286.744,292.451
820796,300.864,286.744,292.451
820796,300.864,286.744,292.451
820796,300.864,286.744,292.451
820797,300.864,286.744,292.451
820797,300.864,286.744,292.451
820797,300.864,286.744,292.451
820797,300.864,286.744,292.451
820797,300.865,286.744,292.451
820797,300.865,286.744,292.451
820797,300.865,286.744,292.451
820797,300.865,286.744,292.451
820797,300.865,286.745,292.451
820797,300.865,286.745,292.451
820797,300.865,286.745,292.451
820797,300.865,286.745,292.451
820798,300.866,286.745,292.451
820798,300.866,286.745,292.451
820798,300.866,286.745,292.451
820798,300.866,286.745,292.451
820798,300.866,286.745,292.451
820798,300.866,286.745,292.451
820798,300.867,286.745,292.451
820798,300.867,286.745,292.451
820798,300.867,286.745,292.451
820798,300.867,286.745,292.451
820799,300.867,286.745,292.451
820799,300.867,286.745,292.451
820799,300.867,286.746,292.451
820799,300.867,286.746,292.451
820799,300.868,286.746,292.451
820799,300.868,286.746,292.451
820799,300.868,286.746,292.451
820799,300.868,286.746,292.451
820799,300.868,286.746,292.451
820799,300.868,286.746,292.451
820799,300.868,286.746,292.451
820799,300.868,286.746,292.451
820800,300.869,286.746,292.451
820800,300.869,286.746,292.451
820800,300.869,286.746,292.451
820800,300.869,286.746,292.451
820800,300.869,286.747,292.451
820800,300.869,286.747,292.451
820800,300.869,286.747,292.452
820800,300.869,286.747,292.452
820800,300.869,286.747,292.452
820900,301.026,286.815,292.46
820900,301.026,286.815,292.46
820920,301.059,286.828,292.462
821000,301.193,286.881,292.469
821000,301.193,286.881,292.469
821040,301.259,286.907,292.472
821100,301.357,286.946,292.478
821100,301.357,286.946,292.478
821160,301.451,286.984,292.483
821200,301.512,287.01,292.487
821200,301.512,287.01,292.487
821280,301.627,287.059,292.495
821300,301.655,287.071,292.497
821300,301.655,287.071,292.497
821400,301.788,287.129,292.506
821400,301.788,287.129,292.506
821400,301.788,287.129,292.506
821500,301.916,287.184,292.517
821500,301.916,287.184,292.517
821520,301.942,287.194,292.519
821600,302.044,287.234,292.527
821600,302.044,287.234,292.527
821640,302.096,287.253,292.531
821700,302.174,287.281,292.538
821700,302.174,287.281,292.538
821760,302.252,287.306,292.544
821800,302.304,287.323,292.548
821800,302.304,287.323,292.548
821880,302.406,287.353,292.557
821900,302.431,287.361,292.559
821900,302.431,287.361,292.559
822000,302.553,287.394,292.571
822000,302.553,287.394,292.571
822000,302.553,287.394,292.571
822100,302.671,287.424,292.582
822100,302.671,287.424,292.582
822120,302.693,287.429,292.585
822200,302.783,287.45,292.594
822200,302.783,287.45,292.594
822240,302.827,287.459,292.599
822300,302.892,287.471,292.606
822300,302.892,287.471,292.606
822360,302.955,287.483,292.613
822400,302.998,287.49,292.618
822400,302.998,287.49,292.618
822480,303.081,287.502,292.628
822500,303.102,287.505,292.631
822500,303.102,287.505,292.631
822600,303.203,287.517,292.643
822600,303.203,287.517,292.643
822600,303.203,287.517,292.643
822700,303.301,287.526,292.656
822700,303.301,287.526,292.656
822720,303.32,287.527,292.659
822800,303.395,287.532,292.669
822800,303.395,287.532,292.669
822840,303.431,287.534,292.675
822900,303.484,287.536,292.683
822900,303.484,287.536,292.683
822960,303.535,287.538,292.691
823000,303.568,287.538,292.696
823000,303.568,287.538,292.696
823080,303.632,287.538,292.707
823100,303.648,287.538,292.71
823100,303.648,287.538,292.71
823200,303.724,287.537,292.723
823200,303.724,287.537,292.723
823200,303.724,287.537,292.723
823300,303.796,287.533,292.737
823300,303.796,287.533,292.737
823320,303.81,287.533,292.74
823400,303.864,287.529,292.751
823400,303.864,287.529,292.751
823440,303.891,287.527,292.757
823500,303.928,287.523,292.765
823500,303.928,287.523,292.765
823560,303.965,287.519,292.774
823600,303.988,287.517,292.78
823600,303.988,287.517,292.78
823680,304.033,287.511,292.791
823700,304.044,287.509,292.794
823700,304.044,287.509,292.794
823800,304.095,287.501,292.809
823800,304.095,287.501,292.809
823800,304.095,287.501,292.809
823900,304.142,287.492,292.823
823900,304.142,287.492,292.823
823920,304.151,287.491,292.826
824000,304.186,287.483,292.838
824000,304.186,287.483,292.838
824040,304.202,287.48,292.844
824100,304.226,287.474,292.853
824100,304.226,287.474,292.853
824160,304.248,287.468,292.862
824200,304.262,287.464,292.868
824200,304.262,287.464,292.868
824280,304.289,287.457,292.88
824300,304.295,287.455,292.883
824300,304.295,287.455,292.883
824312,304.298,287.453,292.885
824312,304.298,287.453,292.885
824400,304.324,287.517,292.898
824400,304.324,287.517,292.898
824400,304.324,287.517,292.898
824500,304.35,287.593,292.913
824500,304.35,287.593,292.913
824520,304.355,287.608,292.917
824600,304.373,287.669,292.929
824600,304.373,287.669,292.929
824640,304.381,287.7,292.935
824700,304.392,287.746,292.944
824700,304.392,287.746,292.944
824760,304.403,287.791,292.953
824800,304.409,287.822,292.959
824800,304.409,287.822,292.959
824880,304.422,287.882,292.972
824900,304.425,287.898,292.975
824900,304.425,287.898,292.975
825000,304.442,287.973,292.99
825000,304.442,287.973,292.99
825000,304.442,287.973,292.99
825100,304.459,288.049,293.006
825100,304.459,288.049,293.006
825120,304.463,288.064,293.009
825200,304.477,288.124,293.021
825200,304.477,288.124,293.021
825240,304.484,288.155,293.027
825300,304.494,288.2,293.037
825300,304.494,288.2,293.037
825360,304.503,288.245,293.046
825400,304.509,288.275,293.052
825400,304.509,288.275,293.052
825480,304.52,288.335,293.065
825500,304.522,288.35,293.068
825500,304.522,288.35,293.068
825600,304.534,288.425,293.083
825600,304.534,288.425,293.083
825600,304.534,288.425,293.083
825700,304.545,288.499,293.099
825700,304.545,288.499,293.099
825720,304.547,288.514,293.102
825800,304.554,288.574,293.115
825800,304.554,288.574,293.115
825840,304.558,288.603,293.121
825900,304.564,288.648,293.13
825900,304.564,288.648,293.13
825960,304.569,288.692,293.14
826000,304.573,288.722,293.146
826000,304.573,288.722,293.146
826080,304.58,288.781,293.158
826100,304.581,288.796,293.161
826100,304.581,288.796,293.161
826164,304.586,288.843,293.171
826164,304.586,288.843,293.171
826164,304.586,288.843,293.171
826164,304.586,288.843,293.171
826164,304.586,288.843,293.172
826164,304.586,288.843,293.172
826165,304.586,288.843,293.172
826165,304.586,288.843,293.172
826165,304.586,288.843,293.172
826165,304.586,288.843,293.172
826165,304.586,288.843,293.172
826165,304.586,288.843,293.172
826165,304.586,288.843,293.172
826165,304.586,288.843,293.172
826165,304.586,288.843,293.172
826165,304.586,288.843,293.172
826166,304.586,288.844,293.172
826166,304.586,288.844,293.172
826166,304.586,288.844,293.172
826166,304.586,288.844,293.172
826166,304.586,288.844,293.172
826166,304.586,288.844,293.172
826166,304.586,288.844,293.172
826166,304.586,288.844,293.172
826166,304.586,288.844,293.172
826166,304.586,288.844,293.172
826166,304.586,288.844,293.172
826166,304.586,288.844,293.172
826167,304.587,288.844,293.172
826167,304.587,288.844,293.172
826167,304.587,288.844,293.172
826167,304.587,288.844,293.172
826167,304.587,288.844,293.172
826167,304.587,288.844,293.172
826167,304.587,288.845,293.172
826167,304.587,288.845,293.172
826167,304.587,288.845,293.172
826167,304.587,288.845,293.172
826168,304.587,288.845,293.172
826168,304.587,288.845,293.172
826168,304.587,288.845,293.172
826168,304.587,288.845,293.172
826168,304.587,288.845,293.172
826168,304.587,288.845,293.172
826168,304.587,288.845,293.172
826168,304.587,288.845,293.172
826168,304.587,288.845,293.172
826168,304.587,288.845,293.172
826168,304.587,288.845,293.172
826168,304.587,288.845,293.172
826169,304.587,288.845,293.172
826169,304.587,288.845,293.172
826169,304.587,288.845,293.172
826169,304.587,288.845,293.172
826169,304.587,288.846,293.172
826169,304.587,288.846,293.172
826169,304.587,288.846,293.172
826169,304.587,288.846,293.172
826169,304.587,288.846,293.172
826169,304.587,288.846,293.172
826170,304.587,288.846,293.172
826170,304.587,288.846,293.172
826170,304.587,288.846,293.172
826170,304.587,288.846,293.172
826170,304.587,288.846,293.172
826170,304.587,288.846,293.172
826170,304.587,288.846,293.172
826170,304.587,288.846,293.172
826170,304.587,288.846,293.172
826170,304.587,288.846,293.172
826170,304.587,288.846,293.172
826170,304.587,288.846,293.172
826171,304.587,288.846,293.172
826171,304.587,288.846,293.172
826171,304.587,288.846,293.172
826171,304.587,288.846,293.172
826171,304.587,288.846,293.173
826171,304.587,288.846,293.173
826171,304.587,288.847,293.173
826171,304.587,288.847,293.173
826171,304.587,288.847,293.173
826171,304.587,288.847,293.173
826172,304.587,288.847,293.173
826172,304.587,288.847,293.173
826172,304.587,288.847,293.173
826172,304.587,288.847,293.173
826172,304.587,288.847,293.173
826172,304.587,288.847,293.173
826172,304.587,288.847,293.173
826172,304.587,288.847,293.173
826172,304.587,288.847,293.173
826172,304.587,288.847,293.173
826172,304.587,288.847,293.173
826172,304.587,288.847,293.173
826173,304.587,288.847,293.173
826173,304.587,288.847,293.173
826173,304.587,288.847,293.173
826173,304.587,288.847,293.173
826173,304.587,288.847,293.173
826173,304.587,288.847,293.173
826173,304.587,288.847,293.173
826173,304.587,288.847,293.173
826173,304.587,288.847,293.173
826173,304.587,288.847,293.173
826173,304.587,288.848,293.173
826173,304.587,288.848,293.173
826174,304.587,288.848,293.173
826174,304.587,288.848,293.173
826174,304.587,288.848,293.173
826174,304.587,288.848,293.173
826174,304.587,288.848,293.173
826174,304.587,288.848,293.173
826174,304.587,288.848,293.173
826174,304.587,288.848,293.173
826174,304.587,288.848,293.173
826174,304.587,288.848,293.173
826175,304.587,288.848,293.173
826175,304.587,288.848,293.173
826175,304.587,288.848,293.173
826175,304.587,288.848,293.173
826175,304.587,288.848,293.173
826175,304.587,288.848,293.173
826175,304.587,288.848,293.173
826175,304.587,288.848,293.173
826175,304.587,288.848,293.173
826175,304.587,288.848,293.173
826175,304.587,288.848,293.173
826175,304.587,288.848,293.173
826176,304.587,288.848,293.173
826176,304.587,288.848,293.173
826176,304.587,288.849,293.173
826176,304.587,288.849,293.173
826176,304.587,288.849,293.173
826176,304.587,288.849,293.173
826176,304.587,288.849,293.173
